UniProtKB	Symbol	Name	Anntation_qualifier	GO_class_direct	Annotation_extension	Contributor	Organism	Evidence	Envidence_with	PANTHER_family	Type	Isoform	Reference	Date
O75146	HIP1R	Huntingtin-interacting protein 1-related protein		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1901030	PANTHER:PTHR10407	protein		GO_REF:0000108	20190112
Q9Y4E8	USP15	Ubiquitin carboxyl-terminal hydrolase 15		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR21646	protein		GO_REF:0000039	20190112
Q96H78	SLC25A44	Solute carrier family 25 member 44		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR46314	protein		GO_REF:0000039	20190112
P32418	SLC8A1	Sodium/calcium exchanger 1		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q01728|ensembl:ENSRNOP00000040751	PANTHER:PTHR11878	protein		GO_REF:0000107	20190112
Q9Y2Z9	COQ6	"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial"		GO:0031314		UniProt	NCBITaxon:9606	IEA	UniRule:UR000376533	PANTHER:PTHR43876	protein		GO_REF:0000104	20190112
Q5TYM5	FAM72A	Protein FAM72A		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR31841	protein		GO_REF:0000039	20190112
P00505	GOT2	"Aspartate aminotransferase, mitochondrial"		GO:0005743		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P00507|ensembl:ENSRNOP00000015956	PANTHER:PTHR11879	protein		GO_REF:0000107	20190112
P48454	PPP3CC	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1900740	PANTHER:PTHR45673	protein		GO_REF:0000108	20190112
Q8NER1	TRPV1	Transient receptor potential cation channel subfamily V member 1		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O35433|ensembl:ENSRNOP00000026493	PANTHER:PTHR10582	protein		GO_REF:0000107	20190112
Q7L5Y1	ENOSF1	Mitochondrial enolase superfamily member 1		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR13794	protein		GO_REF:0000039	20190112
P01148	GNRH1	Progonadoliberin-1		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P07490|ensembl:ENSRNOP00000018006	PANTHER:PTHR10522	protein		GO_REF:0000107	20190112
P28330	ACADL	"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0031966		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P15650|ensembl:ENSRNOP00000017686	PANTHER:PTHR43604	protein		GO_REF:0000107	20190112
P01116	KRAS	GTPase KRas		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P08644|ensembl:ENSRNOP00000012588	PANTHER:PTHR24070	protein		GO_REF:0000107	20190112
Q99536	VAT1	Synaptic vesicle membrane protein VAT-1 homolog		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR44054	protein		GO_REF:0000039	20190112
Q6UX06	OLFM4	Olfactomedin-4		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR23192	protein		GO_REF:0000039	20190112
Q92876	KLK6	Kallikrein-6		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR24271	protein		GO_REF:0000039	20190112
Q15842	KCNJ8	ATP-sensitive inward rectifier potassium channel 8		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q63664|ensembl:ENSRNOP00000018057	PANTHER:PTHR11767	protein		GO_REF:0000107	20190112
P28288	ABCD3	ATP-binding cassette sub-family D member 3		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P16970|ensembl:ENSRNOP00000016739	PANTHER:PTHR11384	protein		GO_REF:0000107	20190112
P21554	CNR1	Cannabinoid receptor 1		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR22750	protein		GO_REF:0000039	20190112
P21554	CNR1	Cannabinoid receptor 1		GO:0032592		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P47746|ensembl:ENSMUSP00000055797	PANTHER:PTHR22750	protein		GO_REF:0000107	20190112
P21549	AGXT	Serine--pyruvate aminotransferase		GO:0005759		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P09139|ensembl:ENSRNOP00000030340	PANTHER:PTHR21152	protein		GO_REF:0000107	20190112
A8K5M9	C15orf62	"Uncharacterized protein C15orf62, mitochondrial"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR15344	protein		GO_REF:0000039	20190112
Q2QL34	MPV17L	Mpv17-like protein		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1901029	PANTHER:PTHR11266	protein		GO_REF:0000108	20190112
Q7L311	ARMCX2	Armadillo repeat-containing X-linked protein 2		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR15712	protein		GO_REF:0000039	20190112
Q5HYK3	COQ5	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"		GO:0031314		UniProt	NCBITaxon:9606	IEA	UniRule:UR000376037	PANTHER:PTHR43591	protein		GO_REF:0000104	20190112
H0YIV9	H0YIV9	Uncharacterized protein		GO:0005751		InterPro	NCBITaxon:9606	IEA	InterPro:IPR001349	PANTHER:PTHR15004	protein		GO_REF:0000002	20190112
Q9Y5Y0	FLVCR1	Feline leukemia virus subgroup C receptor-related protein 1		GO:0031966		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0171	PANTHER:PTHR10924	protein		GO_REF:0000039	20190112
Q99807	COQ7	"5-demethoxyubiquinone hydroxylase, mitochondrial"		GO:0031314		UniProt	NCBITaxon:9606	IEA	UniRule:UR000376192	PANTHER:PTHR11237	protein		GO_REF:0000104	20190112
Q9Y5Z9	UBIAD1	UbiA prenyltransferase domain-containing protein 1		GO:0031966		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0171	PANTHER:PTHR13929	protein		GO_REF:0000039	20190112
Q96DT0	LGALS12	Galectin-12		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q91VD1|ensembl:ENSMUSP00000097318	PANTHER:PTHR11346	protein		GO_REF:0000107	20190112
Q6FI81	CIAPIN1	Anamorsin		GO:0005758		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0169	PANTHER:PTHR13273	protein		GO_REF:0000039	20190112
Q9Y6E7	SIRT4	"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial"		GO:0005743		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8R216|ensembl:ENSMUSP00000107697	PANTHER:PTHR43688	protein		GO_REF:0000107	20190112
Q96DW6	SLC25A38	Mitochondrial glycine transporter		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR46181	protein		GO_REF:0000039	20190112
Q99797	MIPEP	Mitochondrial intermediate peptidase		GO:0005759		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0170	PANTHER:PTHR11804	protein		GO_REF:0000039	20190112
Q96DX5	ASB9	Ankyrin repeat and SOCS box protein 9		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR24136	protein		GO_REF:0000039	20190112
Q8WUT9	SLC25A43	Solute carrier family 25 member 43		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR24089	protein		GO_REF:0000039	20190112
P0CJ72	MTRNR2L5	Humanin-like 5		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1902109	PANTHER:PTHR33895	protein		GO_REF:0000108	20190112
P36873	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit		GO:0005741		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P63087|ensembl:ENSMUSP00000099587	PANTHER:PTHR11668	protein		GO_REF:0000107	20190112
Q6YFQ2	COX6B2	Cytochrome c oxidase subunit 6B2		GO:0005758		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0169	PANTHER:PTHR11387	protein		GO_REF:0000039	20190112
Q8IYU8	MICU2	"Calcium uptake protein 2, mitochondrial"		GO:0051561		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8CD10|ensembl:ENSMUSP00000022543	PANTHER:PTHR12294	protein		GO_REF:0000107	20190112
Q8IZ52	CHPF	Chondroitin sulfate synthase 2		GO:0005759		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0170	PANTHER:PTHR12369	protein		GO_REF:0000039	20190112
Q3SY17	SLC25A52	Solute carrier family 25 member 52		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR46131	protein		GO_REF:0000039	20190112
P63167	DYNLL1	"Dynein light chain 1, cytoplasmic"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR11886	protein		GO_REF:0000039	20190112
Q3SXM5	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR44889	protein		GO_REF:0000039	20190112
Q8TF08	COX7B2	"Cytochrome c oxidase subunit 7B2, mitochondrial"		GO:0005746		InterPro	NCBITaxon:9606	IEA	InterPro:IPR008433	PANTHER:PTHR16716	protein		GO_REF:0000002	20190112
Q8IYJ2	C10orf67	"Uncharacterized protein C10orf67, mitochondrial"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR22382	protein		GO_REF:0000039	20190112
P63104	YWHAZ	14-3-3 protein zeta/delta		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1900740	PANTHER:PTHR18860	protein		GO_REF:0000108	20190112
Q86YN6	PPARGC1B	Peroxisome proliferator-activated receptor gamma coactivator 1-beta		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:0006390	PANTHER:PTHR15528	protein		GO_REF:0000108	20190112
Q86YN6	PPARGC1B	Peroxisome proliferator-activated receptor gamma coactivator 1-beta		GO:0006390		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8VHJ7|ensembl:ENSMUSP00000074771	PANTHER:PTHR15528	protein		GO_REF:0000107	20190112
O96011	PEX11B	Peroxisomal membrane protein 11B		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9Z210|ensembl:ENSMUSP00000113365	PANTHER:PTHR12652	protein		GO_REF:0000107	20190112
P61981	YWHAG	14-3-3 protein gamma		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1900740	PANTHER:PTHR18860	protein		GO_REF:0000108	20190112
Q9UQ90	SPG7	Paraplegin		GO:0005745		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q3ULF4|ensembl:ENSMUSP00000119552	PANTHER:PTHR43655	protein		GO_REF:0000107	20190112
Q92667	AKAP1	"A-kinase anchor protein 1, mitochondrial"		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR22948	protein		GO_REF:0000039	20190112
Q86WW8	COA5	Cytochrome c oxidase assembly factor 5		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:0033617	PANTHER:PTHR28627	protein		GO_REF:0000108	20190112
P51572	BCAP31	B-cell receptor-associated protein 31		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:0051561	PANTHER:PTHR12701	protein		GO_REF:0000108	20190112
Q86WU2	LDHD	"Probable D-lactate dehydrogenase, mitochondrial"		GO:0005743		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q7TPJ4|ensembl:ENSRNOP00000046399	PANTHER:PTHR11748	protein		GO_REF:0000107	20190112
Q8TD22	SFXN5	Sideroflexin-5		GO:0031966		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0171	PANTHER:PTHR11153	protein		GO_REF:0000039	20190112
Q6Q0C1	SLC25A47	Solute carrier family 25 member 47		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR45624	protein		GO_REF:0000039	20190112
O00167	EYA2	Eyes absent homolog 2		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:0097345	PANTHER:PTHR10190	protein		GO_REF:0000108	20190112
O00167	EYA2	Eyes absent homolog 2		GO:0097345		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O08575|ensembl:ENSMUSP00000066244	PANTHER:PTHR10190	protein		GO_REF:0000107	20190112
P41220	RGS2	Regulator of G-protein signaling 2		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR10845	protein		GO_REF:0000039	20190112
O00154	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR11049	protein		GO_REF:0000039	20190112
P26196	DDX6	Probable ATP-dependent RNA helicase DDX6		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:D3ZD73|ensembl:ENSRNOP00000073900	PANTHER:PTHR24031	protein		GO_REF:0000107	20190112
P58004	SESN2	Sestrin-2		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:0032042	PANTHER:PTHR12474	protein		GO_REF:0000108	20190112
P58004	SESN2	Sestrin-2		GO:0032042		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P58043|ensembl:ENSMUSP00000030724	PANTHER:PTHR12474	protein		GO_REF:0000107	20190112
Q86UB9	TMEM135	Transmembrane protein 135		GO:0031966		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0171	PANTHER:PTHR12459	protein		GO_REF:0000039	20190112
Q6NUK1	SLC25A24	Calcium-binding mitochondrial carrier protein SCaMC-1		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR24089	protein		GO_REF:0000039	20190112
P18859	ATP5PF	"ATP synthase-coupling factor 6, mitochondrial"		GO:0000276		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P21571|ensembl:ENSRNOP00000002116	PANTHER:PTHR12441	protein		GO_REF:0000107	20190112
Q86U90	YRDC	"YrdC domain-containing protein, mitochondrial"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR17490	protein		GO_REF:0000039	20190112
Q6SZW1	SARM1	Sterile alpha and TIR motif-containing protein 1		GO:0031315		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q6PDS3|ensembl:ENSMUSP00000103922	PANTHER:PTHR22998	protein		GO_REF:0000107	20190112
Q13625	TP53BP2	Apoptosis-stimulating of p53 protein 2		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1900740	PANTHER:PTHR24131	protein		GO_REF:0000108	20190112
Q5T9A4	ATAD3B	ATPase family AAA domain-containing protein 3B		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR23075	protein		GO_REF:0000039	20190112
Q86TL0	ATG4D	Cysteine protease ATG4D		GO:0005759		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0170	PANTHER:PTHR22624	protein		GO_REF:0000039	20190112
Q7L4S7	ARMCX6	Protein ARMCX6		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR15712	protein		GO_REF:0000039	20190112
Q8WY54	PPM1E	Protein phosphatase 1E		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q80Z30|ensembl:ENSRNOP00000003859	PANTHER:PTHR13832	protein		GO_REF:0000107	20190112
Q8WY22	BRI3BP	BRI3-binding protein		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR31253	protein		GO_REF:0000039	20190112
P43155	CRAT	Carnitine O-acetyltransferase		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR22589	protein		GO_REF:0000039	20190112
P31749	AKT1	RAC-alpha serine/threonine-protein kinase		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P31750|ensembl:ENSMUSP00000001780	PANTHER:PTHR24356	protein		GO_REF:0000107	20190112
Q96CM3	RPUSD4	Mitochondrial RNA pseudouridine synthase RPUSD4		GO:0005759		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0170		protein		GO_REF:0000039	20190112
O76095	JTB	Protein JTB		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR13041	protein		GO_REF:0000039	20190112
Q7L4E1	MIGA2	Mitoguardin 2		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR21508	protein		GO_REF:0000039	20190112
Q96CQ1	SLC25A36	Solute carrier family 25 member 36		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR45829	protein		GO_REF:0000039	20190112
P53370	NUDT6	Nucleoside diphosphate-linked moiety X motif 6		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR13994	protein		GO_REF:0000039	20190112
P10620	MGST1	Microsomal glutathione S-transferase 1		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR10689	protein		GO_REF:0000039	20190112
P34897	SHMT2	"Serine hydroxymethyltransferase, mitochondrial"		GO:0005758		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q5U3Z7|ensembl:ENSRNOP00000011082	PANTHER:PTHR11680	protein		GO_REF:0000107	20190112
Q8WUK0	PTPMT1	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR46712	protein		GO_REF:0000039	20190112
Q7L0Y3	TRMT10C	tRNA methyltransferase 10 homolog C		GO:0042645		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0269	PANTHER:PTHR13563	protein		GO_REF:0000039	20190112
Q8WTZ4	CA5BP1	Putative inactive carbonic anhydrase 5B-like protein		GO:0005739		InterPro	NCBITaxon:9606	IEA	InterPro:IPR018437		protein		GO_REF:0000002	20190112
Q9UH62	ARMCX3	Armadillo repeat-containing X-linked protein 3		GO:0031307		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8BHS6|ensembl:ENSMUSP00000084097	PANTHER:PTHR15712	protein		GO_REF:0000107	20190112
Q86X76	NIT1	Deaminated glutathione amidase		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR23088	protein		GO_REF:0000039	20190112
P16435	POR	NADPH--cytochrome P450 reductase		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P00388|ensembl:ENSRNOP00000001961	PANTHER:PTHR19384	protein		GO_REF:0000107	20190112
Q8N1F1	LRRC75A-AS1	"Putative uncharacterized protein LRRC75A-AS1, mitochondrial"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173		protein		GO_REF:0000039	20190112
P06401	PGR	Progesterone receptor		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR24084	protein		GO_REF:0000039	20190112
Q8N0X4	CLYBL	"Citramalyl-CoA lyase, mitochondrial"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR11105	protein		GO_REF:0000039	20190112
Q8N0V3	RBFA	"Putative ribosome-binding factor A, mitochondrial"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR14725	protein		GO_REF:0000039	20190112
P31947	SFN	14-3-3 protein sigma		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1900740	PANTHER:PTHR18860	protein		GO_REF:0000108	20190112
P31946	YWHAB	14-3-3 protein beta/alpha		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:1900740	PANTHER:PTHR18860	protein		GO_REF:0000108	20190112
Q99497	PARK7	Protein/nucleic acid deglycase DJ-1		GO:0005758		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q99LX0|ensembl:ENSMUSP00000101299	PANTHER:PTHR43444	protein		GO_REF:0000107	20190112
Q99497	PARK7	Protein/nucleic acid deglycase DJ-1		GO:0005759		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q99LX0|ensembl:ENSMUSP00000101299	PANTHER:PTHR43444	protein		GO_REF:0000107	20190112
O00141	SGK1	Serine/threonine-protein kinase Sgk1		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR24356	protein		GO_REF:0000039	20190112
Q96GF1	RNF185	E3 ubiquitin-protein ligase RNF185		GO:0005741		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0172	PANTHER:PTHR12313	protein		GO_REF:0000039	20190112
Q9HC38	GLOD4	Glyoxalase domain-containing protein 4		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR46466	protein		GO_REF:0000039	20190112
Q9HC29	NOD2	Nucleotide-binding oligomerization domain-containing protein 2		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR24106	protein		GO_REF:0000039	20190112
Q8IVS8	GLYCTK	Glycerate kinase		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR12227	protein		GO_REF:0000039	20190112
Q92558	WASF1	Wiskott-Aldrich syndrome protein family member 1		GO:0005741		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8R5H6|ensembl:ENSMUSP00000101148	PANTHER:PTHR12902	protein		GO_REF:0000107	20190112
P04637	TP53	Cellular tumor antigen p53		GO:0005759		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0170	PANTHER:PTHR11447	protein		GO_REF:0000039	20190112
Q92542	NCSTN	Nicastrin		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8CGU6|ensembl:ENSRNOP00000008150	PANTHER:PTHR21092	protein		GO_REF:0000107	20190112
Q92538	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:F1M8X9|ensembl:ENSRNOP00000038037	PANTHER:PTHR10663	protein		GO_REF:0000107	20190112
Q99942	RNF5	E3 ubiquitin-protein ligase RNF5		GO:0031966		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0171	PANTHER:PTHR12313	protein		GO_REF:0000039	20190112
Q86W56	PARG	Poly(ADP-ribose) glycohydrolase		GO:0005759		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0170	PANTHER:PTHR12837	protein		GO_REF:0000039	20190112
Q8TBP6	SLC25A40	Solute carrier family 25 member 40		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR45760	protein		GO_REF:0000039	20190112
Q5SZD4	GLYATL3	Glycine N-acyltransferase-like protein 3		GO:0005739		InterPro	NCBITaxon:9606	IEA	InterPro:IPR010313|InterPro:IPR015938	PANTHER:PTHR15298	protein		GO_REF:0000002	20190112
P14854	COX6B1	Cytochrome c oxidase subunit 6B1		GO:0005758		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0169	PANTHER:PTHR11387	protein		GO_REF:0000039	20190112
Q86VD7	SLC25A42	Mitochondrial coenzyme A transporter SLC25A42		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR24089	protein		GO_REF:0000039	20190112
P33316	DUT	"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"		GO:0005739		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0173	PANTHER:PTHR11241	protein		GO_REF:0000039	20190112
Q96I51	RCC1L	RCC1-like G exchanging factor-like protein		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR46337	protein		GO_REF:0000039	20190112
Q13526	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:B0BNL2|ensembl:ENSRNOP00000027819	PANTHER:PTHR10657	protein		GO_REF:0000107	20190112
Q13501	SQSTM1	Sequestosome-1		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O08623|ensembl:ENSRNOP00000056021	PANTHER:PTHR15090	protein		GO_REF:0000107	20190112
Q9BXK5	BCL2L13	Bcl-2-like protein 13		GO:0031966		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0171	PANTHER:PTHR15758	protein		GO_REF:0000039	20190112
P35557	GCK	Glucokinase		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P52792|ensembl:ENSMUSP00000099984	PANTHER:PTHR19443	protein		GO_REF:0000107	20190112
Q6P087	RPUSD3	Mitochondrial mRNA pseudouridine synthase RPUSD3		GO:0005759		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0170		protein		GO_REF:0000039	20190112
P50440	GATM	"Glycine amidinotransferase, mitochondrial"		GO:0005743		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0168	PANTHER:PTHR10488	protein		GO_REF:0000039	20190112
P57105	SYNJ2BP	Synaptojanin-2-binding protein		GO:0031307		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9WVJ4|ensembl:ENSRNOP00000009119	PANTHER:PTHR23119	protein		GO_REF:0000107	20190112
Q9UQF2	MAPK8IP1	C-Jun-amino-terminal kinase-interacting protein 1		GO:0031966		UniProt	NCBITaxon:9606	IEA	UniProtKB-SubCell:SL-0171	PANTHER:PTHR11232	protein		GO_REF:0000039	20190112
Q969I3	GLYATL1	Glycine N-acyltransferase-like protein 1		GO:0005739		InterPro	NCBITaxon:9606	IEA	InterPro:IPR010313|InterPro:IPR015938	PANTHER:PTHR15298	protein		GO_REF:0000002	20190112
A0A087WUM0	SYNJ2BP-COX16	SYNJ2BP-COX16 readthrough		GO:0031966		InterPro	NCBITaxon:9606	IEA	InterPro:IPR020164	PANTHER:PTHR23119	protein		GO_REF:0000002	20190112
Q969H0	FBXW7	F-box/WD repeat-containing protein 7		GO:0005739		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8VBV4|ensembl:ENSMUSP00000103306	PANTHER:PTHR19849	protein		GO_REF:0000107	20190112
P50336	PPOX	Protoporphyrinogen oxidase		GO:0031305		Ensembl	NCBITaxon:9606	IEA	UniProtKB:D3ZVN7|ensembl:ENSRNOP00000004896	PANTHER:PTHR42923	protein		GO_REF:0000107	20190112
Q7LG56	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B		GO:0005739		GOC	NCBITaxon:9606	IEA	GO:0006264	PANTHER:PTHR23409	protein		GO_REF:0000108	20190112
